kind,concept_id,style,from,to,occurrences
document,document.doc_checking_accounts_light_green_account_012,literal,doc_checking_accounts_light_green_account_012,doc_checking_accounts_light_alder_account_012,1
document,document.doc_checking_accounts_light_green_account_013,literal,doc_checking_accounts_light_green_account_013,doc_checking_accounts_light_alder_account_013,9
document,document.doc_checking_accounts_purple_account_001,literal,doc_checking_accounts_purple_account_001,doc_checking_accounts_maple_account_001,21
document,document.doc_checking_accounts_purple_account_002,literal,doc_checking_accounts_purple_account_002,doc_checking_accounts_maple_account_002,1
document,document.doc_checking_accounts_purple_account_003,literal,doc_checking_accounts_purple_account_003,doc_checking_accounts_maple_account_003,1
document,document.doc_checking_accounts_purple_account_004,literal,doc_checking_accounts_purple_account_004,doc_checking_accounts_maple_account_004,7
document,document.doc_checking_accounts_purple_account_005,literal,doc_checking_accounts_purple_account_005,doc_checking_accounts_maple_account_005,1
document,document.doc_checking_accounts_purple_account_006,literal,doc_checking_accounts_purple_account_006,doc_checking_accounts_maple_account_006,1
document,document.doc_checking_accounts_purple_account_007,literal,doc_checking_accounts_purple_account_007,doc_checking_accounts_maple_account_007,2
document,document.doc_checking_accounts_purple_account_008,literal,doc_checking_accounts_purple_account_008,doc_checking_accounts_maple_account_008,1
document,document.doc_checking_accounts_purple_account_009,literal,doc_checking_accounts_purple_account_009,doc_checking_accounts_maple_account_009,1
document,document.doc_checking_accounts_purple_account_010,literal,doc_checking_accounts_purple_account_010,doc_checking_accounts_maple_account_010,1
document,document.doc_checking_accounts_purple_account_011,literal,doc_checking_accounts_purple_account_011,doc_checking_accounts_maple_account_011,7
document,document.doc_checking_accounts_purple_account_012,literal,doc_checking_accounts_purple_account_012,doc_checking_accounts_maple_account_012,3
document,document.doc_credit_cards_bronze_rewards_card_001,literal,doc_credit_cards_bronze_rewards_card_001,doc_credit_cards_slate_rewards_card_001,23
document,document.doc_credit_cards_bronze_rewards_card_002,literal,doc_credit_cards_bronze_rewards_card_002,doc_credit_cards_slate_rewards_card_002,1
document,document.doc_credit_cards_bronze_rewards_card_003,literal,doc_credit_cards_bronze_rewards_card_003,doc_credit_cards_slate_rewards_card_003,1
document,document.doc_credit_cards_bronze_rewards_card_004,literal,doc_credit_cards_bronze_rewards_card_004,doc_credit_cards_slate_rewards_card_004,1
document,document.doc_credit_cards_bronze_rewards_card_005,literal,doc_credit_cards_bronze_rewards_card_005,doc_credit_cards_slate_rewards_card_005,1
document,document.doc_credit_cards_bronze_rewards_card_006,literal,doc_credit_cards_bronze_rewards_card_006,doc_credit_cards_slate_rewards_card_006,1
document,document.doc_credit_cards_bronze_rewards_card_007,literal,doc_credit_cards_bronze_rewards_card_007,doc_credit_cards_slate_rewards_card_007,1
document,document.doc_credit_cards_bronze_rewards_card_008,literal,doc_credit_cards_bronze_rewards_card_008,doc_credit_cards_slate_rewards_card_008,1
document,document.doc_credit_cards_crypto-cash_back_001,literal,doc_credit_cards_crypto-cash_back_001,doc_credit_cards_curlew_back_001,7
document,document.doc_credit_cards_crypto-cash_back_002,literal,doc_credit_cards_crypto-cash_back_002,doc_credit_cards_curlew_back_002,7
document,document.doc_credit_cards_crypto-cash_back_003,literal,doc_credit_cards_crypto-cash_back_003,doc_credit_cards_curlew_back_003,1
document,document.doc_credit_cards_crypto-cash_back_004,literal,doc_credit_cards_crypto-cash_back_004,doc_credit_cards_curlew_back_004,1
document,document.doc_credit_cards_crypto-cash_back_005,literal,doc_credit_cards_crypto-cash_back_005,doc_credit_cards_curlew_back_005,1
document,document.doc_credit_cards_crypto-cash_back_006,literal,doc_credit_cards_crypto-cash_back_006,doc_credit_cards_curlew_back_006,1
document,document.doc_credit_cards_crypto-cash_back_007,literal,doc_credit_cards_crypto-cash_back_007,doc_credit_cards_curlew_back_007,1
document,document.doc_credit_cards_crypto-cash_back_008,literal,doc_credit_cards_crypto-cash_back_008,doc_credit_cards_curlew_back_008,1
document,document.doc_credit_cards_crypto-cash_back_009,literal,doc_credit_cards_crypto-cash_back_009,doc_credit_cards_curlew_back_009,1
document,document.doc_credit_cards_diamond_elite_card_001,literal,doc_credit_cards_diamond_elite_card_001,doc_credit_cards_beryl_elite_card_001,5
document,document.doc_credit_cards_diamond_elite_card_002,literal,doc_credit_cards_diamond_elite_card_002,doc_credit_cards_beryl_elite_card_002,3
document,document.doc_credit_cards_diamond_elite_card_003,literal,doc_credit_cards_diamond_elite_card_003,doc_credit_cards_beryl_elite_card_003,3
document,document.doc_credit_cards_diamond_elite_card_004,literal,doc_credit_cards_diamond_elite_card_004,doc_credit_cards_beryl_elite_card_004,1
document,document.doc_credit_cards_diamond_elite_card_005,literal,doc_credit_cards_diamond_elite_card_005,doc_credit_cards_beryl_elite_card_005,1
document,document.doc_credit_cards_diamond_elite_card_006,literal,doc_credit_cards_diamond_elite_card_006,doc_credit_cards_beryl_elite_card_006,1
document,document.doc_credit_cards_diamond_elite_card_007,literal,doc_credit_cards_diamond_elite_card_007,doc_credit_cards_beryl_elite_card_007,1
document,document.doc_credit_cards_diamond_elite_card_008,literal,doc_credit_cards_diamond_elite_card_008,doc_credit_cards_beryl_elite_card_008,1
document,document.doc_credit_cards_diamond_elite_card_009,literal,doc_credit_cards_diamond_elite_card_009,doc_credit_cards_beryl_elite_card_009,1
document,document.doc_credit_cards_ecocard_001,literal,doc_credit_cards_ecocard_001,doc_credit_cards_godwit_001,31
document,document.doc_credit_cards_ecocard_002,literal,doc_credit_cards_ecocard_002,doc_credit_cards_godwit_002,13
document,document.doc_credit_cards_ecocard_003,literal,doc_credit_cards_ecocard_003,doc_credit_cards_godwit_003,1
document,document.doc_credit_cards_ecocard_004,literal,doc_credit_cards_ecocard_004,doc_credit_cards_godwit_004,5
document,document.doc_credit_cards_ecocard_005,literal,doc_credit_cards_ecocard_005,doc_credit_cards_godwit_005,1
document,document.doc_credit_cards_ecocard_006,literal,doc_credit_cards_ecocard_006,doc_credit_cards_godwit_006,1
document,document.doc_credit_cards_ecocard_007,literal,doc_credit_cards_ecocard_007,doc_credit_cards_godwit_007,1
document,document.doc_credit_cards_ecocard_008,literal,doc_credit_cards_ecocard_008,doc_credit_cards_godwit_008,3
document,document.doc_credit_cards_ecocard_009,literal,doc_credit_cards_ecocard_009,doc_credit_cards_godwit_009,3
document,document.doc_credit_cards_ecocard_010,literal,doc_credit_cards_ecocard_010,doc_credit_cards_godwit_010,1
document,document.doc_credit_cards_ecocard_011,literal,doc_credit_cards_ecocard_011,doc_credit_cards_godwit_011,3
document,document.doc_credit_cards_gold_rewards_card_001,literal,doc_credit_cards_gold_rewards_card_001,doc_credit_cards_zircon_rewards_card_001,19
document,document.doc_credit_cards_gold_rewards_card_002,literal,doc_credit_cards_gold_rewards_card_002,doc_credit_cards_zircon_rewards_card_002,3
document,document.doc_credit_cards_gold_rewards_card_003,literal,doc_credit_cards_gold_rewards_card_003,doc_credit_cards_zircon_rewards_card_003,1
document,document.doc_credit_cards_gold_rewards_card_004,literal,doc_credit_cards_gold_rewards_card_004,doc_credit_cards_zircon_rewards_card_004,1
document,document.doc_credit_cards_gold_rewards_card_005,literal,doc_credit_cards_gold_rewards_card_005,doc_credit_cards_zircon_rewards_card_005,1
document,document.doc_credit_cards_platinum_rewards_card_001,literal,doc_credit_cards_platinum_rewards_card_001,doc_credit_cards_basalt_rewards_card_001,25
document,document.doc_credit_cards_platinum_rewards_card_002,literal,doc_credit_cards_platinum_rewards_card_002,doc_credit_cards_basalt_rewards_card_002,7
document,document.doc_credit_cards_platinum_rewards_card_003,literal,doc_credit_cards_platinum_rewards_card_003,doc_credit_cards_basalt_rewards_card_003,1
document,document.doc_credit_cards_platinum_rewards_card_004,literal,doc_credit_cards_platinum_rewards_card_004,doc_credit_cards_basalt_rewards_card_004,1
document,document.doc_credit_cards_platinum_rewards_card_005,literal,doc_credit_cards_platinum_rewards_card_005,doc_credit_cards_basalt_rewards_card_005,1
document,document.doc_credit_cards_platinum_rewards_card_006,literal,doc_credit_cards_platinum_rewards_card_006,doc_credit_cards_basalt_rewards_card_006,1
document,document.doc_credit_cards_platinum_rewards_card_007,literal,doc_credit_cards_platinum_rewards_card_007,doc_credit_cards_basalt_rewards_card_007,5
document,document.doc_credit_cards_platinum_rewards_card_008,literal,doc_credit_cards_platinum_rewards_card_008,doc_credit_cards_basalt_rewards_card_008,5
document,document.doc_credit_cards_platinum_rewards_card_009,literal,doc_credit_cards_platinum_rewards_card_009,doc_credit_cards_basalt_rewards_card_009,1
document,document.doc_credit_cards_platinum_rewards_card_010,literal,doc_credit_cards_platinum_rewards_card_010,doc_credit_cards_basalt_rewards_card_010,3
document,document.doc_credit_cards_silver_rewards_card_001,literal,doc_credit_cards_silver_rewards_card_001,doc_credit_cards_granite_rewards_card_001,43
document,document.doc_credit_cards_silver_rewards_card_002,literal,doc_credit_cards_silver_rewards_card_002,doc_credit_cards_granite_rewards_card_002,19
document,document.doc_credit_cards_silver_rewards_card_003,literal,doc_credit_cards_silver_rewards_card_003,doc_credit_cards_granite_rewards_card_003,1
document,document.doc_credit_cards_silver_rewards_card_004,literal,doc_credit_cards_silver_rewards_card_004,doc_credit_cards_granite_rewards_card_004,1
document,document.doc_credit_cards_silver_rewards_card_005,literal,doc_credit_cards_silver_rewards_card_005,doc_credit_cards_granite_rewards_card_005,5
document,document.doc_credit_cards_silver_rewards_card_006,literal,doc_credit_cards_silver_rewards_card_006,doc_credit_cards_granite_rewards_card_006,1
document,document.doc_credit_cards_silver_rewards_card_007,literal,doc_credit_cards_silver_rewards_card_007,doc_credit_cards_granite_rewards_card_007,1
document,document.doc_credit_cards_silver_rewards_card_008,literal,doc_credit_cards_silver_rewards_card_008,doc_credit_cards_granite_rewards_card_008,1
document,document.doc_credit_cards_silver_rewards_card_009,literal,doc_credit_cards_silver_rewards_card_009,doc_credit_cards_granite_rewards_card_009,1
document,document.doc_credit_cards_silver_rewards_card_010,literal,doc_credit_cards_silver_rewards_card_010,doc_credit_cards_granite_rewards_card_010,1
document,document.doc_credit_cards_silver_rewards_card_011,literal,doc_credit_cards_silver_rewards_card_011,doc_credit_cards_granite_rewards_card_011,5
document,document.doc_personal_subscriptions_rho_bank_plus_001,literal,doc_personal_subscriptions_rho_bank_plus_001,doc_personal_subscriptions_kestrel_union_plus_001,1
document,document.doc_personal_subscriptions_rho_bank_plus_002,literal,doc_personal_subscriptions_rho_bank_plus_002,doc_personal_subscriptions_kestrel_union_plus_002,1
document,document.doc_savings_accounts_bronze_account_001,literal,doc_savings_accounts_bronze_account_001,doc_savings_accounts_slate_account_001,17
document,document.doc_savings_accounts_bronze_account_002,literal,doc_savings_accounts_bronze_account_002,doc_savings_accounts_slate_account_002,3
document,document.doc_savings_accounts_bronze_account_003,literal,doc_savings_accounts_bronze_account_003,doc_savings_accounts_slate_account_003,3
document,document.doc_savings_accounts_bronze_account_004,literal,doc_savings_accounts_bronze_account_004,doc_savings_accounts_slate_account_004,3
document,document.doc_savings_accounts_bronze_account_005,literal,doc_savings_accounts_bronze_account_005,doc_savings_accounts_slate_account_005,1
document,document.doc_savings_accounts_bronze_account_006,literal,doc_savings_accounts_bronze_account_006,doc_savings_accounts_slate_account_006,3
document,document.doc_savings_accounts_bronze_account_007,literal,doc_savings_accounts_bronze_account_007,doc_savings_accounts_slate_account_007,3
document,document.doc_savings_accounts_bronze_account_008,literal,doc_savings_accounts_bronze_account_008,doc_savings_accounts_slate_account_008,1
document,document.doc_savings_accounts_bronze_account_009,literal,doc_savings_accounts_bronze_account_009,doc_savings_accounts_slate_account_009,1
document,document.doc_savings_accounts_diamond_elite_account_001,literal,doc_savings_accounts_diamond_elite_account_001,doc_savings_accounts_beryl_elite_account_001,3
document,document.doc_savings_accounts_diamond_elite_account_002,literal,doc_savings_accounts_diamond_elite_account_002,doc_savings_accounts_beryl_elite_account_002,1
document,document.doc_savings_accounts_diamond_elite_account_003,literal,doc_savings_accounts_diamond_elite_account_003,doc_savings_accounts_beryl_elite_account_003,1
document,document.doc_savings_accounts_diamond_elite_account_004,literal,doc_savings_accounts_diamond_elite_account_004,doc_savings_accounts_beryl_elite_account_004,1
document,document.doc_savings_accounts_diamond_elite_account_005,literal,doc_savings_accounts_diamond_elite_account_005,doc_savings_accounts_beryl_elite_account_005,1
document,document.doc_savings_accounts_diamond_elite_account_006,literal,doc_savings_accounts_diamond_elite_account_006,doc_savings_accounts_beryl_elite_account_006,1
document,document.doc_savings_accounts_diamond_elite_account_007,literal,doc_savings_accounts_diamond_elite_account_007,doc_savings_accounts_beryl_elite_account_007,1
document,document.doc_savings_accounts_diamond_elite_account_008,literal,doc_savings_accounts_diamond_elite_account_008,doc_savings_accounts_beryl_elite_account_008,1
document,document.doc_savings_accounts_diamond_elite_account_009,literal,doc_savings_accounts_diamond_elite_account_009,doc_savings_accounts_beryl_elite_account_009,1
document,document.doc_savings_accounts_diamond_elite_account_010,literal,doc_savings_accounts_diamond_elite_account_010,doc_savings_accounts_beryl_elite_account_010,1
document,document.doc_savings_accounts_diamond_elite_account_011,literal,doc_savings_accounts_diamond_elite_account_011,doc_savings_accounts_beryl_elite_account_011,3
document,document.doc_savings_accounts_gold_account_001,literal,doc_savings_accounts_gold_account_001,doc_savings_accounts_zircon_account_001,23
document,document.doc_savings_accounts_gold_account_002,literal,doc_savings_accounts_gold_account_002,doc_savings_accounts_zircon_account_002,5
document,document.doc_savings_accounts_gold_account_003,literal,doc_savings_accounts_gold_account_003,doc_savings_accounts_zircon_account_003,7
document,document.doc_savings_accounts_gold_account_004,literal,doc_savings_accounts_gold_account_004,doc_savings_accounts_zircon_account_004,1
document,document.doc_savings_accounts_gold_account_005,literal,doc_savings_accounts_gold_account_005,doc_savings_accounts_zircon_account_005,1
document,document.doc_savings_accounts_gold_account_006,literal,doc_savings_accounts_gold_account_006,doc_savings_accounts_zircon_account_006,1
document,document.doc_savings_accounts_gold_account_007,literal,doc_savings_accounts_gold_account_007,doc_savings_accounts_zircon_account_007,1
document,document.doc_savings_accounts_gold_account_008,literal,doc_savings_accounts_gold_account_008,doc_savings_accounts_zircon_account_008,1
document,document.doc_savings_accounts_gold_account_009,literal,doc_savings_accounts_gold_account_009,doc_savings_accounts_zircon_account_009,1
document,document.doc_savings_accounts_gold_account_010,literal,doc_savings_accounts_gold_account_010,doc_savings_accounts_zircon_account_010,1
document,document.doc_savings_accounts_gold_account_011,literal,doc_savings_accounts_gold_account_011,doc_savings_accounts_zircon_account_011,1
document,document.doc_savings_accounts_gold_account_012,literal,doc_savings_accounts_gold_account_012,doc_savings_accounts_zircon_account_012,1
document,document.doc_savings_accounts_gold_account_013,literal,doc_savings_accounts_gold_account_013,doc_savings_accounts_zircon_account_013,5
document,document.doc_savings_accounts_gold_account_014,literal,doc_savings_accounts_gold_account_014,doc_savings_accounts_zircon_account_014,9
document,document.doc_savings_accounts_gold_plus_account_001,literal,doc_savings_accounts_gold_plus_account_001,doc_savings_accounts_zircon_plus_account_001,9
document,document.doc_savings_accounts_gold_plus_account_002,literal,doc_savings_accounts_gold_plus_account_002,doc_savings_accounts_zircon_plus_account_002,5
document,document.doc_savings_accounts_gold_plus_account_003,literal,doc_savings_accounts_gold_plus_account_003,doc_savings_accounts_zircon_plus_account_003,3
document,document.doc_savings_accounts_gold_plus_account_004,literal,doc_savings_accounts_gold_plus_account_004,doc_savings_accounts_zircon_plus_account_004,1
document,document.doc_savings_accounts_gold_plus_account_005,literal,doc_savings_accounts_gold_plus_account_005,doc_savings_accounts_zircon_plus_account_005,1
document,document.doc_savings_accounts_gold_plus_account_006,literal,doc_savings_accounts_gold_plus_account_006,doc_savings_accounts_zircon_plus_account_006,1
document,document.doc_savings_accounts_gold_plus_account_007,literal,doc_savings_accounts_gold_plus_account_007,doc_savings_accounts_zircon_plus_account_007,1
document,document.doc_savings_accounts_gold_plus_account_008,literal,doc_savings_accounts_gold_plus_account_008,doc_savings_accounts_zircon_plus_account_008,1
document,document.doc_savings_accounts_gold_plus_account_009,literal,doc_savings_accounts_gold_plus_account_009,doc_savings_accounts_zircon_plus_account_009,7
document,document.doc_savings_accounts_green_account_(savings)_001,literal,doc_savings_accounts_green_account_(savings)_001,doc_savings_accounts_alder_account_(savings)_001,19
document,document.doc_savings_accounts_green_account_(savings)_002,literal,doc_savings_accounts_green_account_(savings)_002,doc_savings_accounts_alder_account_(savings)_002,1
document,document.doc_savings_accounts_green_account_(savings)_003,literal,doc_savings_accounts_green_account_(savings)_003,doc_savings_accounts_alder_account_(savings)_003,7
document,document.doc_savings_accounts_green_account_(savings)_004,literal,doc_savings_accounts_green_account_(savings)_004,doc_savings_accounts_alder_account_(savings)_004,1
document,document.doc_savings_accounts_green_account_(savings)_005,literal,doc_savings_accounts_green_account_(savings)_005,doc_savings_accounts_alder_account_(savings)_005,9
document,document.doc_savings_accounts_green_account_(savings)_006,literal,doc_savings_accounts_green_account_(savings)_006,doc_savings_accounts_alder_account_(savings)_006,1
document,document.doc_savings_accounts_green_account_(savings)_007,literal,doc_savings_accounts_green_account_(savings)_007,doc_savings_accounts_alder_account_(savings)_007,1
document,document.doc_savings_accounts_green_account_(savings)_008,literal,doc_savings_accounts_green_account_(savings)_008,doc_savings_accounts_alder_account_(savings)_008,1
document,document.doc_savings_accounts_green_account_(savings)_009,literal,doc_savings_accounts_green_account_(savings)_009,doc_savings_accounts_alder_account_(savings)_009,1
document,document.doc_savings_accounts_platinum_account_001,literal,doc_savings_accounts_platinum_account_001,doc_savings_accounts_basalt_account_001,5
document,document.doc_savings_accounts_platinum_account_002,literal,doc_savings_accounts_platinum_account_002,doc_savings_accounts_basalt_account_002,1
document,document.doc_savings_accounts_platinum_account_003,literal,doc_savings_accounts_platinum_account_003,doc_savings_accounts_basalt_account_003,1
document,document.doc_savings_accounts_platinum_account_004,literal,doc_savings_accounts_platinum_account_004,doc_savings_accounts_basalt_account_004,1
document,document.doc_savings_accounts_platinum_account_005,literal,doc_savings_accounts_platinum_account_005,doc_savings_accounts_basalt_account_005,1
document,document.doc_savings_accounts_platinum_account_006,literal,doc_savings_accounts_platinum_account_006,doc_savings_accounts_basalt_account_006,1
document,document.doc_savings_accounts_platinum_account_007,literal,doc_savings_accounts_platinum_account_007,doc_savings_accounts_basalt_account_007,1
document,document.doc_savings_accounts_platinum_account_008,literal,doc_savings_accounts_platinum_account_008,doc_savings_accounts_basalt_account_008,1
document,document.doc_savings_accounts_platinum_account_009,literal,doc_savings_accounts_platinum_account_009,doc_savings_accounts_basalt_account_009,1
document,document.doc_savings_accounts_platinum_account_010,literal,doc_savings_accounts_platinum_account_010,doc_savings_accounts_basalt_account_010,3
document,document.doc_savings_accounts_platinum_plus_account_001,literal,doc_savings_accounts_platinum_plus_account_001,doc_savings_accounts_basalt_plus_account_001,3
document,document.doc_savings_accounts_platinum_plus_account_002,literal,doc_savings_accounts_platinum_plus_account_002,doc_savings_accounts_basalt_plus_account_002,3
document,document.doc_savings_accounts_platinum_plus_account_003,literal,doc_savings_accounts_platinum_plus_account_003,doc_savings_accounts_basalt_plus_account_003,1
document,document.doc_savings_accounts_platinum_plus_account_004,literal,doc_savings_accounts_platinum_plus_account_004,doc_savings_accounts_basalt_plus_account_004,1
document,document.doc_savings_accounts_platinum_plus_account_005,literal,doc_savings_accounts_platinum_plus_account_005,doc_savings_accounts_basalt_plus_account_005,1
document,document.doc_savings_accounts_platinum_plus_account_006,literal,doc_savings_accounts_platinum_plus_account_006,doc_savings_accounts_basalt_plus_account_006,1
document,document.doc_savings_accounts_platinum_plus_account_007,literal,doc_savings_accounts_platinum_plus_account_007,doc_savings_accounts_basalt_plus_account_007,1
document,document.doc_savings_accounts_platinum_plus_account_008,literal,doc_savings_accounts_platinum_plus_account_008,doc_savings_accounts_basalt_plus_account_008,1
document,document.doc_savings_accounts_platinum_plus_account_009,literal,doc_savings_accounts_platinum_plus_account_009,doc_savings_accounts_basalt_plus_account_009,3
document,document.doc_savings_accounts_silver_account_001,literal,doc_savings_accounts_silver_account_001,doc_savings_accounts_granite_account_001,21
document,document.doc_savings_accounts_silver_account_002,literal,doc_savings_accounts_silver_account_002,doc_savings_accounts_granite_account_002,5
document,document.doc_savings_accounts_silver_account_003,literal,doc_savings_accounts_silver_account_003,doc_savings_accounts_granite_account_003,3
document,document.doc_savings_accounts_silver_account_004,literal,doc_savings_accounts_silver_account_004,doc_savings_accounts_granite_account_004,1
document,document.doc_savings_accounts_silver_account_005,literal,doc_savings_accounts_silver_account_005,doc_savings_accounts_granite_account_005,3
document,document.doc_savings_accounts_silver_account_006,literal,doc_savings_accounts_silver_account_006,doc_savings_accounts_granite_account_006,7
document,document.doc_savings_accounts_silver_account_007,literal,doc_savings_accounts_silver_account_007,doc_savings_accounts_granite_account_007,1
document,document.doc_savings_accounts_silver_account_008,literal,doc_savings_accounts_silver_account_008,doc_savings_accounts_granite_account_008,1
document,document.doc_savings_accounts_silver_account_009,literal,doc_savings_accounts_silver_account_009,doc_savings_accounts_granite_account_009,1
document,document.doc_savings_accounts_silver_plus_account_001,literal,doc_savings_accounts_silver_plus_account_001,doc_savings_accounts_granite_plus_account_001,23
document,document.doc_savings_accounts_silver_plus_account_002,literal,doc_savings_accounts_silver_plus_account_002,doc_savings_accounts_granite_plus_account_002,15
document,document.doc_savings_accounts_silver_plus_account_003,literal,doc_savings_accounts_silver_plus_account_003,doc_savings_accounts_granite_plus_account_003,3
document,document.doc_savings_accounts_silver_plus_account_004,literal,doc_savings_accounts_silver_plus_account_004,doc_savings_accounts_granite_plus_account_004,7
document,document.doc_savings_accounts_silver_plus_account_005,literal,doc_savings_accounts_silver_plus_account_005,doc_savings_accounts_granite_plus_account_005,1
document,document.doc_savings_accounts_silver_plus_account_006,literal,doc_savings_accounts_silver_plus_account_006,doc_savings_accounts_granite_plus_account_006,3
document,document.doc_savings_accounts_silver_plus_account_007,literal,doc_savings_accounts_silver_plus_account_007,doc_savings_accounts_granite_plus_account_007,1
document,document.doc_savings_accounts_silver_plus_account_008,literal,doc_savings_accounts_silver_plus_account_008,doc_savings_accounts_granite_plus_account_008,1
document,document.doc_savings_accounts_silver_plus_account_009,literal,doc_savings_accounts_silver_plus_account_009,doc_savings_accounts_granite_plus_account_009,11
identifier,identifier.rho_bank_subscription,literal,rho_bank_subscription,kestrel_union_subscription,72
tool,tool.activate_debit_card_8291,literal,activate_debit_card_8291,enable_debit_card_6939,6
tool,tool.activate_debit_card_8292,literal,activate_debit_card_8292,enable_debit_card_8123,15
tool,tool.activate_debit_card_8293,literal,activate_debit_card_8293,enable_debit_card_4205,8
tool,tool.apply_checking_account_credit_5829,literal,apply_checking_account_credit_5829,request_checking_account_credit_1255,29
tool,tool.apply_credit_card_account_flag_6147,literal,apply_credit_card_account_flag_6147,request_credit_card_account_flag_9164,7
tool,tool.apply_savings_account_credit_6831,literal,apply_savings_account_credit_6831,request_savings_account_credit_8237,33
tool,tool.apply_statement_credit_8472,literal,apply_statement_credit_8472,request_statement_credit_4861,25
tool,tool.approve_credit_limit_increase_5847,literal,approve_credit_limit_increase_5847,authorize_credit_limit_increase_6928,19
tool,tool.change_debit_card_pin_6285,literal,change_debit_card_pin_6285,alter_debit_card_pin_9261,2
tool,tool.change_user_email,literal,change_user_email,alter_user_email,3
tool,tool.clear_debit_card_fraud_alert_4892,literal,clear_debit_card_fraud_alert_4892,resolve_debit_card_fraud_alert_4977,8
tool,tool.close_bank_account_7392,literal,close_bank_account_7392,terminate_bank_account_8736,39
tool,tool.close_credit_card_account_7834,literal,close_credit_card_account_7834,terminate_credit_card_account_9797,11
tool,tool.close_debit_card_4721,literal,close_debit_card_4721,terminate_debit_card_9015,70
tool,tool.deny_credit_limit_increase_5848,literal,deny_credit_limit_increase_5848,decline_credit_limit_increase_4249,11
tool,tool.emergency_credit_bureau_incident_transfer_1114,literal,emergency_credit_bureau_incident_transfer_1114,urgent_credit_bureau_incident_transfer_4949,9
tool,tool.example_agent_tool_0000,literal,example_agent_tool_0000,sample_agent_tool_2016,1
tool,tool.file_credit_card_transaction_dispute_4829,literal,file_credit_card_transaction_dispute_4829,submit_credit_card_transaction_dispute_3824,121
tool,tool.file_debit_card_transaction_dispute_6281,literal,file_debit_card_transaction_dispute_6281,submit_debit_card_transaction_dispute_1998,64
tool,tool.freeze_debit_card_3892,literal,freeze_debit_card_3892,suspend_debit_card_8451,41
tool,tool.get_all_user_accounts_by_user_id_3847,literal,get_all_user_accounts_by_user_id_3847,fetch_all_user_accounts_by_user_id_6061,167
tool,tool.get_atm_deposit_images_8473,literal,get_atm_deposit_images_8473,fetch_atm_deposit_images_8927,2
tool,tool.get_bank_account_transactions_9173,literal,get_bank_account_transactions_9173,fetch_bank_account_transactions_1149,163
tool,tool.get_closure_reason_history_8293,literal,get_closure_reason_history_8293,fetch_closure_reason_history_1661,44
tool,tool.get_credit_card_accounts_by_user,literal,get_credit_card_accounts_by_user,fetch_credit_card_accounts_by_user,9
tool,tool.get_credit_card_transactions_by_user,literal,get_credit_card_transactions_by_user,fetch_credit_card_transactions_by_user,1
tool,tool.get_credit_limit_increase_history_4829,literal,get_credit_limit_increase_history_4829,fetch_credit_limit_increase_history_3186,24
tool,tool.get_current_time,literal,get_current_time,fetch_current_time,4
tool,tool.get_debit_cards_by_account_id_7823,literal,get_debit_cards_by_account_id_7823,fetch_debit_cards_by_account_id_2530,111
tool,tool.get_debit_dispute_status_7483,literal,get_debit_dispute_status_7483,fetch_debit_dispute_status_1598,18
tool,tool.get_payment_history_6183,literal,get_payment_history_6183,fetch_payment_history_3931,23
tool,tool.get_pending_replacement_orders_5765,literal,get_pending_replacement_orders_5765,fetch_pending_replacement_orders_3093,65
tool,tool.get_referrals_by_user,literal,get_referrals_by_user,fetch_referrals_by_user,9
tool,tool.get_user_dispute_history_7291,literal,get_user_dispute_history_7291,fetch_user_dispute_history_9194,76
tool,tool.get_user_information_by_email,literal,get_user_information_by_email,fetch_user_information_by_email,1
tool,tool.get_user_information_by_id,literal,get_user_information_by_id,fetch_user_information_by_id,2
tool,tool.get_user_information_by_name,literal,get_user_information_by_name,fetch_user_information_by_name,1
tool,tool.initial_transfer_to_human_agent_0218,literal,initial_transfer_to_human_agent_0218,first_transfer_to_human_agent_8819,23
tool,tool.initial_transfer_to_human_agent_1822,literal,initial_transfer_to_human_agent_1822,first_transfer_to_human_agent_2867,11
tool,tool.log_credit_card_closure_reason_4521,literal,log_credit_card_closure_reason_4521,record_credit_card_closure_reason_8115,38
tool,tool.log_verification,literal,log_verification,record_verification,170
tool,tool.open_bank_account_4821,literal,open_bank_account_4821,create_bank_account_9823,103
tool,tool.order_debit_card_5739,literal,order_debit_card_5739,request_debit_card_7006,57
tool,tool.order_replacement_credit_card_7291,literal,order_replacement_credit_card_7291,request_replacement_credit_card_9155,44
tool,tool.pay_credit_card_from_checking_9182,literal,pay_credit_card_from_checking_9182,settle_credit_card_from_checking_1932,22
tool,tool.request_temporary_debit_card_limit_increase_8374,literal,request_temporary_debit_card_limit_increase_8374,ask_temporary_debit_card_limit_increase_2610,6
tool,tool.reset_debit_card_pin_6284,literal,reset_debit_card_pin_6284,clear_debit_card_pin_4802,18
tool,tool.set_debit_card_recurring_block_7382,literal,set_debit_card_recurring_block_7382,assign_debit_card_recurring_block_6141,2
tool,tool.submit_credit_limit_increase_request_7392,literal,submit_credit_limit_increase_request_7392,file_credit_limit_increase_request_5612,26
tool,tool.submit_interest_discrepancy_report_7294,literal,submit_interest_discrepancy_report_7294,file_interest_discrepancy_report_6583,33
tool,tool.transfer_funds_between_bank_accounts_7291,literal,transfer_funds_between_bank_accounts_7291,move_funds_between_bank_accounts_4365,25
tool,tool.unfreeze_debit_card_3893,literal,unfreeze_debit_card_3893,resume_debit_card_8109,44
